link
https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
https://myanimelist.net/anime/5365/Tsumiki_no_Ie
https://myanimelist.net/anime/50206/Takano_Kousaten
https://myanimelist.net/anime/49977/Candyzip
https://myanimelist.net/anime/49976/Look_at_Me_Only
https://myanimelist.net/anime/51071/Pukkulapottas_to_Mori_no_Jikan
https://myanimelist.net/anime/49956/Changbaekhan_Eolkuldeul
https://myanimelist.net/anime/39533/Given
https://myanimelist.net/anime/21105/Love_Stage
https://myanimelist.net/anime/3092/Junjou_Romantica
https://myanimelist.net/anime/30346/Doukyuusei_Movie
https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi
https://myanimelist.net/anime/40421/Given_Movie
https://myanimelist.net/anime/4814/Junjou_Romantica_2
https://myanimelist.net/anime/1639/Boku_no_Pico
https://myanimelist.net/anime/33654/Hitorijime_My_Hero
https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2
https://myanimelist.net/anime/149/Loveless
https://myanimelist.net/anime/37597/Dakaretai_Otoko_1-i_ni_Odosarete_Imasu
https://myanimelist.net/anime/31680/Super_Lovers
https://myanimelist.net/anime/40615/Umibe_no_Étranger
https://myanimelist.net/anime/44055/Sasaki_to_Miyano
https://myanimelist.net/anime/243/Gravitation
https://myanimelist.net/anime/25649/Junjou_Romantica_3
https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru
https://myanimelist.net/anime/37585/Yarichin☆Bitch-bu
https://myanimelist.net/anime/8449/Togainu_no_Chi
https://myanimelist.net/anime/33417/Super_Lovers_2
https://myanimelist.net/anime/33605/Ling_Qi
https://myanimelist.net/anime/11135/Hybrid_Child
https://myanimelist.net/anime/5391/Pico_to_Chico
https://myanimelist.net/anime/8063/Sekaiichi_Hatsukoi_OVA
https://myanimelist.net/anime/8634/Koisuru_Boukun
https://myanimelist.net/anime/4866/Pico_x_CoCo_x_Chico
https://myanimelist.net/anime/850/Gakuen_Heaven
https://myanimelist.net/anime/20371/Sekaiichi_Hatsukoi_Movie__Yokozawa_Takafumi_no_Baai
https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai
https://myanimelist.net/anime/23441/Love_Stage__Chotto_ja_Nakutte
https://myanimelist.net/anime/3656/Monochrome_Factor
https://myanimelist.net/anime/553/Yami_no_Matsuei
https://myanimelist.net/anime/13767/Junjou_Romantica_OVA
https://myanimelist.net/anime/3375/Kirepapa
https://myanimelist.net/anime/746/Papa_to_Kiss_in_the_Dark
https://myanimelist.net/anime/1532/Suki_na_Mono_wa_Suki_Dakara_Shou_ga_Nai
https://myanimelist.net/anime/12695/Tight-rope
