link
https://myanimelist.net/anime/genre/1/Action
https://myanimelist.net/anime/genre/2/Adventure
https://myanimelist.net/anime/genre/5/Avant_Garde
https://myanimelist.net/anime/genre/46/Award_Winning
https://myanimelist.net/anime/genre/28/Boys_Love
https://myanimelist.net/anime/genre/4/Comedy
https://myanimelist.net/anime/genre/8/Drama
https://myanimelist.net/anime/genre/10/Fantasy
https://myanimelist.net/anime/genre/26/Girls_Love
https://myanimelist.net/anime/genre/47/Gourmet
https://myanimelist.net/anime/genre/14/Horror
https://myanimelist.net/anime/genre/7/Mystery
https://myanimelist.net/anime/genre/22/Romance
https://myanimelist.net/anime/genre/24/Sci-Fi
https://myanimelist.net/anime/genre/36/Slice_of_Life
https://myanimelist.net/anime/genre/30/Sports
https://myanimelist.net/anime/genre/37/Supernatural
https://myanimelist.net/anime/genre/41/Suspense
